sample_id,true_class,pred_class,correct,confidence,shap_instability,jaccard_sl,xcs,flag_review
0,0,6,False,0.8188,1.0,0.0,0.3275,True
1,0,2,False,0.2711,0.847100019454956,0.0,0.1543000042438507,True
2,0,3,False,0.2295,1.0,0.0,0.0918,True
3,0,2,False,0.2107,1.0,0.0,0.0843,True
4,0,6,False,0.776,1.0,0.0,0.3104,True
5,0,6,False,0.8174,1.0,0.0,0.327,True
6,0,2,False,0.2429,0.9884999990463257,0.0,0.1005999967455864,True
7,0,2,False,0.2215,0.8805000185966492,0.0,0.12449999898672104,True
8,0,2,False,0.2108,0.998199999332428,0.0,0.08489999920129776,True
9,0,6,False,0.7494,1.0,0.0,0.2997,True
10,1,1,True,0.9424,1.0,0.0,0.377,True
11,1,3,False,0.2295,1.0,0.0,0.0918,True
12,1,1,True,0.219,1.0,0.0,0.0876,True
13,1,6,False,0.3681,1.0,0.0,0.1473,True
14,1,1,True,0.219,1.0,0.0,0.0876,True
15,1,1,True,0.9273,0.8751000165939331,0.0,0.4083999991416931,True
16,1,3,False,0.2147,1.0,0.0,0.0859,True
17,1,2,False,0.2337,0.842199981212616,0.0,0.14079999923706055,True
18,1,2,False,0.214,1.0,0.0,0.0856,True
19,1,2,False,0.2537,0.9305999875068665,0.0,0.12229999899864197,True
20,2,2,True,0.4791,0.8313999772071838,0.0,0.24220000207424164,True
21,2,3,False,0.8376,1.0,0.0,0.335,True
22,2,2,True,0.2135,1.0,0.0,0.0854,True
23,2,3,False,0.5048,1.0,0.0,0.2019,True
24,2,2,True,0.2383,1.0,0.0,0.0953,True
25,2,6,False,0.5142,1.0,0.0,0.2057,True
26,2,3,False,0.9175,1.0,0.0,0.367,True
27,2,2,True,0.3451,0.9904000163078308,0.0,0.14090000092983246,True
28,2,6,False,0.3216,1.0,0.0,0.1286,True
29,2,3,False,0.7278,1.0,0.0,0.2911,True
30,3,3,True,0.5013,0.9010999798774719,0.0,0.23019999265670776,True
31,3,6,False,0.5938,1.0,0.0,0.2375,True
32,3,3,True,0.938,1.0,0.0,0.3752,True
33,3,3,True,0.5591,1.0,0.0,0.2236,True
34,3,3,True,0.9943,0.8284000158309937,0.0,0.44920000433921814,True
35,3,3,True,0.3247,0.7243000268936157,0.0,0.2125999927520752,True
36,3,3,True,0.9842,1.0,0.0,0.3937,True
37,3,3,True,0.9349,1.0,0.0,0.374,True
38,3,3,True,0.9379,1.0,0.0,0.3752,True
39,3,3,True,0.976,1.0,0.0,0.3904,True
40,4,4,True,0.9669,1.0,0.0,0.3868,True
41,4,6,False,0.8831,1.0,0.0,0.3532,True
42,4,6,False,0.7017,1.0,0.0,0.2807,True
43,4,6,False,0.565,1.0,0.0,0.226,True
44,4,4,True,0.6385,1.0,0.0,0.2554,True
45,4,6,False,0.6894,1.0,0.0,0.2758,True
46,4,4,True,0.8582,1.0,0.0,0.3433,True
47,4,4,True,0.8348,1.0,0.0,0.3339,True
48,4,6,False,0.4785,1.0,0.0,0.1914,True
49,4,4,True,0.7079,0.6358000040054321,0.0,0.39239999651908875,True
50,5,3,False,0.449,0.7070000171661377,0.0,0.26750001311302185,True
51,5,6,False,0.3104,1.0,0.0,0.1242,True
52,5,5,True,0.9993,1.0,0.0,0.3997,True
53,5,5,True,0.9992,1.0,0.0,0.3997,True
54,5,5,True,0.9992,1.0,0.0,0.3997,True
55,5,2,False,0.2296,1.0,0.0,0.0919,True
56,5,5,True,0.9992,0.9495999813079834,0.0,0.4147999882698059,True
57,5,5,True,0.9992,1.0,0.0,0.3997,True
58,5,5,True,0.9991,0.9606000185012817,0.0,0.4113999903202057,True
59,5,3,False,0.7295,1.0,0.0,0.2918,True
60,6,6,True,1.0,1.0,0.0,0.4,True
61,6,6,True,0.7506,1.0,0.0,0.3002,True
62,6,6,True,0.9999,1.0,0.0,0.4,True
63,6,6,True,0.8065,1.0,0.0,0.3226,True
64,6,6,True,0.9999,1.0,0.0,0.4,True
65,6,6,True,0.9999,1.0,0.0,0.4,True
66,6,6,True,0.5892,1.0,0.0,0.2357,True
67,6,6,True,0.9997,1.0,0.0,0.3999,True
68,6,6,True,0.9999,1.0,0.0,0.3999,True
69,6,6,True,0.9999,1.0,0.0,0.4,True
70,7,3,False,0.5678,1.0,0.0,0.2271,True
71,7,7,True,0.9932,0.8447999954223633,0.0,0.4438000023365021,True
72,7,7,True,0.9969,0.9010999798774719,0.0,0.4284000098705292,True
73,7,7,True,0.974,0.9010000228881836,0.0,0.41929998993873596,True
74,7,7,True,0.9936,0.8812000155448914,0.0,0.43299999833106995,True
75,7,7,True,0.9962,0.8938999772071838,0.0,0.4302999973297119,True
76,7,3,False,0.2295,1.0,0.0,0.0918,True
77,7,7,True,0.9827,0.9092000126838684,0.0,0.4203000068664551,True
78,7,7,True,0.5991,0.8672999739646912,0.0,0.27950000762939453,True
79,7,7,True,0.9916,0.8666999936103821,0.0,0.436599999666214,True
80,8,6,False,0.4452,1.0,0.0,0.1781,True
81,8,8,True,0.3088,1.0,0.0,0.1235,True
82,8,8,True,0.4477,1.0,0.0,0.1791,True
83,8,6,False,0.6388,1.0,0.0,0.2555,True
84,8,8,True,0.3648,1.0,0.0,0.1459,True
85,8,8,True,0.7811,1.0,0.0,0.3124,True
86,8,8,True,0.5309,1.0,0.0,0.2124,True
87,8,8,True,0.3812,1.0,0.0,0.1525,True
88,8,8,True,0.4951,0.9412999749183655,0.0,0.21559999883174896,True
89,8,6,False,0.7238,1.0,0.0,0.2895,True
90,9,3,False,0.6562,1.0,0.0,0.2625,True
91,9,8,False,0.329,1.0,0.0,0.1316,True
92,9,6,False,0.529,1.0,0.0,0.2116,True
93,9,9,True,0.5745,0.7340999841690063,0.0,0.30959999561309814,True
