sample_id,true_class,pred_class,correct,confidence,shap_instability,jaccard_sl,xcs,flag_review
0,Benign,Benign,True,0.9999,0.5,0.0,0.55,False
1,Benign,Benign,True,0.9913,0.5,0.0,0.5465,False
2,Benign,Benign,True,0.9999,0.5,0.0,0.5499,False
3,Benign,Benign,True,0.9999,0.5,0.0,0.55,False
4,Benign,Benign,True,0.9997,0.5,0.0,0.5499,False
5,Benign,Benign,True,0.9997,0.5,0.0,0.5499,False
6,Benign,Benign,True,0.9999,0.5,0.0,0.5499,False
7,Benign,Benign,True,0.9999,0.5,0.0,0.55,False
8,Benign,Benign,True,0.9998,0.5,0.0,0.5499,False
9,Benign,Benign,True,0.9999,0.5,0.0,0.5499,False
10,Benign,Benign,True,0.9999,0.5,0.0,0.5499,False
11,Benign,Benign,True,0.9999,0.5,0.0,0.5499,False
12,Benign,Benign,True,0.9997,0.5,0.0,0.5499,False
13,Benign,Benign,True,0.9999,0.5,0.0,0.55,False
14,Benign,Benign,True,1.0,0.5,0.0,0.55,False
15,Benign,Benign,True,0.9999,0.5,0.0,0.5499,False
16,Benign,Benign,True,0.9996,0.5,0.0,0.5498,False
17,Benign,Benign,True,0.9995,0.5,0.0,0.5498,False
18,Benign,Benign,True,0.9997,0.5,0.0,0.5499,False
19,Benign,Benign,True,0.9998,0.5,0.0,0.5499,False
20,Benign,Benign,True,0.9995,0.5,0.0,0.5498,False
21,Benign,Benign,True,0.9987,0.5,0.0,0.5495,False
22,Benign,Benign,True,0.999,0.5,0.0,0.5496,False
23,Benign,Benign,True,1.0,0.5,0.0,0.55,False
24,Benign,Benign,True,0.9999,0.5,0.0,0.5499,False
25,Benign,Benign,True,1.0,0.5,0.0,0.55,False
26,Benign,Benign,True,0.9901,0.5,0.0,0.5461,False
27,Benign,Benign,True,0.9975,0.5,0.0,0.549,False
28,Benign,Benign,True,0.9999,0.5,0.0,0.5499,False
29,Benign,Benign,True,0.9999,0.5,0.0,0.55,False
30,Benign,Benign,True,0.9975,0.5,0.0,0.549,False
31,Benign,Benign,True,0.9999,0.5,0.0,0.55,False
32,Benign,Benign,True,0.9998,0.5,0.0,0.5499,False
33,Benign,Benign,True,0.9985,0.5,0.0,0.5494,False
34,Benign,Benign,True,0.9997,0.5,0.0,0.5499,False
35,Benign,Benign,True,0.9973,0.5,0.0,0.5489,False
36,Benign,Benign,True,0.9999,0.5,0.0,0.5499,False
37,Benign,Benign,True,0.9997,0.5,0.0,0.5499,False
38,Benign,Benign,True,0.9999,0.5,0.0,0.5499,False
39,Benign,Benign,True,0.9998,0.5,0.0,0.5499,False
40,Benign,Benign,True,0.9999,0.5,0.0,0.55,False
41,Benign,Benign,True,0.9999,0.5,0.0,0.55,False
42,Benign,Benign,True,0.9999,0.5,0.0,0.55,False
43,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9998,0.5,0.0,0.5499,False
44,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.5499,False
45,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9998,0.5,0.0,0.5499,False
46,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9998,0.5,0.0,0.5499,False
47,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.55,False
48,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.55,False
49,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9997,0.5,0.0,0.5499,False
50,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9998,0.5,0.0,0.5499,False
51,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.55,False
52,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.55,False
53,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9997,0.5,0.0,0.5499,False
54,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9997,0.5,0.0,0.5499,False
55,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9998,0.5,0.0,0.5499,False
56,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9998,0.5,0.0,0.5499,False
57,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.55,False
58,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9996,0.5,0.0,0.5498,False
59,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9996,0.5,0.0,0.5498,False
60,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9985,0.5,0.0,0.5494,False
61,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.55,False
62,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.55,False
63,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.5499,False
64,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.5499,False
65,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.5499,False
66,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.55,False
67,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9998,0.5,0.0,0.5499,False
68,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.5499,False
69,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.55,False
70,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.5499,False
71,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9997,0.5,0.0,0.5499,False
72,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.5499,False
73,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.5499,False
74,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9996,0.5,0.0,0.5498,False
75,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9997,0.5,0.0,0.5499,False
76,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9997,0.5,0.0,0.5499,False
77,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9998,0.5,0.0,0.5499,False
78,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9997,0.5,0.0,0.5499,False
79,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.55,False
80,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9997,0.5,0.0,0.5499,False
81,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9999,0.5,0.0,0.5499,False
82,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9998,0.5,0.0,0.5499,False
83,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9998,0.5,0.0,0.5499,False
84,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9997,0.5,0.0,0.5499,False
85,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,True,0.9997,0.5,0.0,0.5499,False
